iter	Logloss
355	0.2841370301
356	0.2837356739
357	0.2835027584
358	0.2831195107
359	0.2829457469
360	0.2826696051
361	0.2826118794
362	0.2822478252
363	0.2822071896
364	0.2819868618
365	0.2818146521
366	0.2816500092
367	0.2812212302
368	0.2809748374
369	0.2806006981
370	0.28017211
371	0.279798401
372	0.279349328
373	0.279276241
374	0.2788790281
375	0.2786052011
376	0.2784871139
377	0.2784353856
378	0.278202431
379	0.277786664
380	0.2776608889
381	0.2774218526
382	0.2770851573
383	0.276771352
384	0.2765887338
385	0.2762131129
386	0.2757492392
387	0.2752507378
388	0.2751206723
389	0.27480715
390	0.2742869179
391	0.2742427073
392	0.274048239
393	0.2740121748
394	0.2738704482
395	0.2736865021
396	0.2732794785
397	0.2730289424
398	0.2726685223
399	0.2724292598
400	0.2723054851
401	0.2721396047
402	0.2718716388
403	0.2715114631
404	0.271087252
405	0.270920145
406	0.270820957
407	0.2705828883
408	0.2704375159
409	0.2702652218
410	0.2699919328
411	0.2698491739
412	0.269688004
413	0.2694590587
414	0.2693337772
415	0.2691147308
416	0.2690170416
417	0.2688553069
418	0.2686437607
419	0.2680992106
420	0.267977206
421	0.2678940911
422	0.2675796846
423	0.2674760547
424	0.2674029505
425	0.2673976169
426	0.2673556486
427	0.2671975083
428	0.2669945236
429	0.2667661972
430	0.2664178357
431	0.2660591855
432	0.2656854896
433	0.26537626
434	0.2650033686
435	0.264662676
436	0.2645808738
437	0.2644467417
438	0.2643331177
439	0.264168318
440	0.2641479518
441	0.2641107063
442	0.2639331414
443	0.2632509983
444	0.2630825856
445	0.2629091036
446	0.2626922717
447	0.2623677116
448	0.2617536804
449	0.2615032415
450	0.2614485202
451	0.2613607797
452	0.2612286595
453	0.2611376739
454	0.2610374862
455	0.2607168742
456	0.2604109779
457	0.2602377296
458	0.260197268
459	0.2601238064
460	0.2600363934
461	0.2598346653
462	0.2596211204
463	0.2594684923
464	0.2594550274
465	0.2594258747
466	0.259348925
467	0.2592996805
468	0.2590862967
469	0.2588691335
470	0.2588512071
471	0.2584586466
472	0.258200289
473	0.2578316239
474	0.2577322522
475	0.2576537864
476	0.2575716819
477	0.2573380245
478	0.2568831624
479	0.2566239263
480	0.2564370923
481	0.2563185145
482	0.2560803933
483	0.2558514137
484	0.2555741349
485	0.2553264222
486	0.2549957959
487	0.2549611845
488	0.2548380777
489	0.2545875465
490	0.254264312
491	0.2540996616
492	0.2539394289
493	0.2537345006
494	0.2536675836
495	0.2535156796
496	0.2533476591
497	0.2532603923
498	0.2531244435
499	0.253000107
500	0.2527156565
501	0.2523558052
502	0.2522669922
503	0.2520601177
504	0.252002577
505	0.2518699326
506	0.2517348298
507	0.2514051852
508	0.2511941493
509	0.2508319369
510	0.2508162686
511	0.2506368424
512	0.2506004635
513	0.2504787178
514	0.2500903926
515	0.249985463
516	0.2496760065
517	0.2494864837
518	0.2493191153
519	0.2490372378
520	0.2488566153
521	0.2486221377
522	0.2484910449
523	0.2483228941
524	0.2481559801
525	0.247881049
526	0.2476574432
527	0.2476401298
528	0.247541928
529	0.2474244916
530	0.2473922217
531	0.2473604083
532	0.2470788315
533	0.2467665303
534	0.2465667106
535	0.2463839121
536	0.24613229
537	0.2459855622
538	0.245908553
539	0.2456271213
540	0.2455369672
541	0.2450767597
542	0.2448872026
543	0.2447328498
544	0.2444946119
545	0.2442202105
546	0.2440831828
547	0.2439305094
548	0.2437720869
549	0.2436968399
550	0.2433907507
551	0.2432834959
552	0.2431999378
553	0.2431006333
554	0.2430481702
555	0.2429164258
556	0.2427592461
557	0.2425962424
558	0.2425085964
559	0.242359019
560	0.2421486731
561	0.242048008
562	0.2418416002
563	0.2414466071
564	0.2413313275
565	0.2412079729
566	0.2410757628
567	0.2408556086
568	0.2405776661
569	0.2403102096
570	0.2401555774
571	0.240096683
572	0.2398476775
573	0.2397862978
574	0.2396482351
575	0.2396232698
576	0.2394778045
577	0.2393878521
578	0.2393289112
579	0.239209776
580	0.2390819837
581	0.2388280469
582	0.2386440278
583	0.2383894374
584	0.2382238582
585	0.2380302627
586	0.2376698145
587	0.2373743858
588	0.2371729801
589	0.2371028962
590	0.2370421317
591	0.236819354
592	0.2366871687
593	0.2364490626
594	0.2363021049
595	0.2359412539
596	0.2355265295
597	0.2354425797
598	0.2352738143
599	0.2351138601
600	0.2350044518
601	0.2348722882
602	0.2348139279
603	0.2346880174
604	0.2345657473
605	0.2343659217
606	0.2341871065
607	0.234077259
608	0.2339816527
609	0.233796251
610	0.2337169821
611	0.2336363285
612	0.2332858016
613	0.2330892686
614	0.2330127847
615	0.232745027
616	0.2326440809
617	0.2325806649
618	0.2323823974
619	0.2323449776
620	0.2321294611
621	0.2320670144
622	0.2319312328
623	0.231861321
624	0.2318454905
625	0.2315876062
626	0.2313410781
627	0.2311530798
628	0.2311162055
629	0.2310908471
630	0.2310188595
631	0.2308784629
632	0.2307524472
633	0.2304667131
634	0.2303142014
635	0.2302631055
636	0.2301419079
637	0.229977265
638	0.2297607869
639	0.2295019903
640	0.2294445711
641	0.2292847433
642	0.2291206747
643	0.2290949289
644	0.2289577164
645	0.2287489859
646	0.228594516
647	0.2285385484
648	0.2284478615
649	0.2283272411
650	0.2282678197
651	0.2282116443
652	0.2280740867
653	0.2279664119
654	0.2279388943
655	0.2277092216
656	0.2274454855
657	0.2273046841
658	0.2270736952
659	0.2269442175
660	0.2268337857
661	0.2265910523
662	0.2263871482
663	0.2260511963
664	0.225914345
665	0.2258706584
666	0.2256552255
667	0.2254739087
668	0.2250288875
669	0.2246077191
670	0.2240783652
671	0.2238024954
672	0.2234299116
673	0.2231780254
674	0.2229652953
675	0.2226382385
676	0.2225704469
677	0.2224692966
678	0.2220561269
679	0.2219703728
680	0.2216224612
681	0.2215834663
682	0.2212849396
683	0.2209385128
684	0.2207862339
685	0.2204811536
686	0.2204167512
687	0.2202869729
688	0.2200062422
689	0.219912895
690	0.219782948
691	0.2197159092
692	0.2195728189
693	0.2195140622
694	0.219184421
695	0.2188554633
696	0.2182988943
697	0.218122384
698	0.2180472938
699	0.2179011465
700	0.217643749
701	0.2174775147
702	0.2172391263
703	0.2169570384
704	0.2166234947
705	0.2164011954
706	0.2162810129
707	0.2162075664
708	0.2160995016
709	0.216007955
710	0.2159745117
711	0.2158608333
712	0.2156594452
713	0.2156512928
714	0.215519542
715	0.2154427712
716	0.2153509806
717	0.215296909
718	0.2151664223
719	0.2150405945
720	0.2150277126
721	0.2150152265
722	0.2149435029
723	0.2149183906
724	0.2148519885
725	0.2147903096
726	0.2145228711
727	0.2144288094
728	0.2142819583
729	0.2141083174
730	0.213997235
731	0.2138508006
732	0.2136258791
733	0.2134937405
734	0.2133173286
735	0.2132554153
736	0.2130268405
737	0.2129665586
738	0.2128531125
739	0.2127358312
740	0.2125059417
741	0.2121664743
742	0.2120711413
743	0.21199264
744	0.2119469996
745	0.2119115207
746	0.2117073717
747	0.2113150048
748	0.2112123244
749	0.2109265665
750	0.2107493366
751	0.2106712303
752	0.2103678965
753	0.2102901067
754	0.2102085393
755	0.2101828539
756	0.2100408294
757	0.2099775788
758	0.209822226
759	0.2097164311
760	0.2097059524
761	0.209524142
762	0.2094591529
763	0.2092738449
764	0.2089272007
765	0.208774217
766	0.2085723006
767	0.2084446003
768	0.2084075877
769	0.2082594229
770	0.2081550208
771	0.2081146726
772	0.2078924955
773	0.2078704019
774	0.2076564549
775	0.207568856
776	0.2073389167
777	0.2070813949
778	0.2069491164
779	0.2068960991
780	0.2068526261
781	0.2067806427
782	0.2067215464
783	0.2066304357
784	0.206361885
785	0.206147296
786	0.2060815687
787	0.2060505561
788	0.205834063
789	0.2055482602
790	0.2054214163
791	0.205245483
792	0.2052352066
793	0.2050750987
794	0.2049103547
795	0.2048299227
796	0.2046087684
797	0.2044953262
798	0.2042864672
799	0.2042352398
800	0.204109397
801	0.2039591402
802	0.20389312
803	0.2038660911
804	0.2038022722
805	0.2037613199
806	0.2036853717
807	0.2035961259
808	0.2035813376
809	0.2035728269
810	0.2034664575
811	0.2032327118
812	0.2031865422
813	0.2030426626
814	0.2026644168
815	0.2026555995
816	0.2026518477
817	0.2025082828
818	0.2024141934
819	0.2023038525
820	0.2022727605
821	0.2020493822
822	0.2018874694
823	0.2018261495
824	0.2016828748
825	0.2014682143
826	0.2013473247
827	0.2012397877
828	0.2010582368
829	0.2008352465
830	0.2006787557
831	0.200590251
832	0.2005847344
833	0.2005271967
834	0.2004097174
835	0.2001327787
836	0.2000735363
837	0.1998752788
838	0.1997096896
839	0.1996048184
840	0.1994012295
841	0.1991179074
842	0.1990208763
843	0.1988769449
844	0.1987482222
845	0.1986846372
846	0.1986293359
847	0.1984152487
848	0.1982927826
849	0.1980126691
850	0.1977660843
851	0.197578581
852	0.1975477971
853	0.1974922932
854	0.1973960461
855	0.1973260667
856	0.1972978936
857	0.1971365937
858	0.1969300776
859	0.1968379191
860	0.1966964401
861	0.1965400875
862	0.1964726584
863	0.1964467535
864	0.1963184102
865	0.1959795876
866	0.1959440296
867	0.1957740037
868	0.1955601039
869	0.1952341031
870	0.1951289363
871	0.1950196072
872	0.1948669577
873	0.1947663951
874	0.194607222
875	0.1944639428
876	0.1944274181
877	0.1942667592
878	0.1941081009
879	0.1938692034
880	0.1935281003
881	0.1934793057
882	0.1933203207
883	0.1932909117
884	0.1932242094
885	0.1932041177
886	0.193035956
887	0.1929543142
888	0.1928805981
889	0.1927527855
890	0.1923124995
891	0.192221781
892	0.1921143626
893	0.1920173972
894	0.1919071581
895	0.1918087436
896	0.1916549336
897	0.1916235552
898	0.1915616211
899	0.1913763188
900	0.1912286106
901	0.191167166
902	0.1909903451
903	0.190970131
904	0.1908906822
905	0.1907778727
906	0.1907185354
907	0.1905447854
908	0.1903841973
909	0.1903079626
910	0.1902777631
911	0.1900202411
912	0.1898237807
913	0.1896264643
914	0.1895462479
915	0.1894529707
916	0.1892635077
917	0.1892356349
918	0.1889454
919	0.1888680594
920	0.1888345419
921	0.1887690203
922	0.1887017681
923	0.1886390617
924	0.1886219549
925	0.1885671452
926	0.1884199329
927	0.1881356415
928	0.1880323135
929	0.187927036
930	0.1879014931
931	0.1878320001
932	0.1877618732
933	0.1876402212
934	0.1875726023
935	0.1874656614
936	0.1873103856
937	0.1871672589
938	0.186993748
939	0.1868706998
940	0.1866966755
941	0.1865101507
942	0.1864853312
943	0.1864057878
944	0.1863540708
945	0.1863386781
946	0.1862536255
947	0.1860996307
948	0.1858945244
949	0.1856934437
950	0.1856484057
951	0.1856267589
952	0.1855307075
953	0.1854242768
954	0.1852761325
955	0.1851696277
956	0.185077363
957	0.1850604489
958	0.184867752
959	0.1847758857
960	0.1846400348
961	0.1845577499
962	0.1844063064
963	0.1843058382
964	0.1842582771
965	0.184247461
966	0.1841614953
967	0.1839759032
968	0.1838657906
969	0.1837966842
970	0.1837374399
971	0.1836546347
972	0.1834298619
973	0.1834246328
974	0.183358128
975	0.1832543479
976	0.1832089688
977	0.1831458593
978	0.182988502
979	0.1829259283
980	0.1829032142
981	0.1828931436
982	0.1828060814
983	0.1826525655
984	0.1824638887
985	0.1823799252
986	0.1823239053
987	0.1821644883
988	0.1821329701
989	0.182004107
990	0.1819991497
991	0.1819143253
992	0.1817895089
993	0.1816913665
994	0.1814951181
995	0.1812925316
996	0.1812115231
997	0.1811110953
998	0.1810388314
999	0.1807794285
